     0.290360800000E+01    0.665357300000E+01
     0.290660800000E+01    0.662362500000E+01
     0.289544800000E+01    0.654400600000E+01
     0.287284200000E+01    0.642326200000E+01
     0.284224400000E+01    0.627347300000E+01
     0.280732000000E+01    0.610795700000E+01
     0.277110900000E+01    0.593903300000E+01
     0.273577000000E+01    0.577659000000E+01
     0.270259200000E+01    0.562746000000E+01
     0.267216800000E+01    0.549562800000E+01
     0.264473100000E+01    0.538270200000E+01
     0.262029400000E+01    0.528849800000E+01
     0.259894600000E+01    0.521162000000E+01
     0.258104700000E+01    0.501723600000E+01
     0.256653400000E+01    0.479756500000E+01
     0.255607700000E+01    0.459950900000E+01
     0.255013100000E+01    0.442072700000E+01
     0.254853200000E+01    0.425905400000E+01
     0.255236200000E+01    0.411232600000E+01
     0.256126300000E+01    0.397888200000E+01
     0.257671800000E+01    0.385696100000E+01
     0.259742500000E+01    0.374564600000E+01
     0.262356500000E+01    0.364398800000E+01
     0.265460300000E+01    0.355150400000E+01
     0.268945300000E+01    0.346824500000E+01
     0.272626000000E+01    0.339510500000E+01
     0.276179700000E+01    0.333445900000E+01
     0.279040800000E+01    0.329114900000E+01
     0.280421400000E+01    0.327295900000E+01
     0.279618400000E+01    0.328774900000E+01
     0.276573500000E+01    0.333772800000E+01
     0.271810500000E+01    0.341915700000E+01
     0.265891400000E+01    0.352707000000E+01
     0.259172600000E+01    0.365742300000E+01
     0.251824000000E+01    0.374473400000E+01
     0.243912000000E+01    0.371678400000E+01
     0.235438700000E+01    0.369224200000E+01
     0.226383300000E+01    0.367036300000E+01
     0.216671200000E+01    0.364922500000E+01
     0.206279300000E+01    0.362827200000E+01
     0.195156900000E+01    0.360583500000E+01
     0.183279700000E+01    0.358101300000E+01
     0.170623600000E+01    0.355192000000E+01
     0.157200600000E+01    0.351720800000E+01
     0.143057100000E+01    0.347608500000E+01
     0.128266800000E+01    0.342680700000E+01
     0.112948600000E+01    0.336900400000E+01
     0.972665000000E+00    0.330177200000E+01
     0.814290000000E+00    0.322517100000E+01
     0.656896000000E+00    0.313981800000E+01
     0.503338000000E+00    0.304681400000E+01
     0.356844000000E+00    0.294855800000E+01
     0.220708000000E+00    0.284816600000E+01
     0.982160000000E-01    0.274990200000E+01
    -0.758000000000E-02    0.265911400000E+01
    -0.759300000000E-02    0.265908400000E+01
    -0.941340000000E-01    0.258200000000E+01
    -0.159358000000E+00    0.252563500000E+01
    -0.202294000000E+00    0.249645900000E+01
    -0.222865000000E+00    0.249986400000E+01
