#          t, cst,              etot,             epot,             qe001,            qe002,            qe003,            qe004,            qe005
     0.00000    1    -263.5183796709   -263.5434516835    -263.5434516835   -263.3961894835   -263.3695106835   -263.3583365835   -263.3219199835
     0.50000    1    -263.5184424308   -263.5481982504    -263.5481982504   -263.4004898504   -263.3743743504   -263.3623392504   -263.3270334504
     1.00000    1    -263.5184776957   -263.5521244966    -263.5521244966   -263.4038512966   -263.3783026966   -263.3655587966   -263.3312038966
     1.50000    1    -263.5184788573   -263.5545771616    -263.5545771616   -263.4057297616   -263.3806820616   -263.3673940616   -263.3338156616
     2.00000    1    -263.5184522024   -263.5554413695    -263.5554413695   -263.4061227695   -263.3814354695   -263.3677750695   -263.3347941695
     2.50000    1    -263.5184101520   -263.5550625692    -263.5550625692   -263.4054678692   -263.3809425692   -263.3670808692   -263.3345249692
     3.00000    1    -263.5183619870   -263.5540680224    -263.5540680224   -263.4044530224   -263.3798592224   -263.3659569224   -263.3336698224
     3.50000    1    -263.5183168037   -263.5531993316    -263.5531993316   -263.4038408316   -263.3789492316   -263.3651494316   -263.3329689316
     4.00000    1    -263.5182855215   -263.5531551837    -263.5531551837   -263.4043128837   -263.3789265837   -263.3653484837   -263.3353505837
     4.50000    1    -263.5182816329   -263.5544089640    -263.5544089640   -263.4062926640   -263.3802709640   -263.3670089640   -263.3374865640
     5.00000    1    -263.5183137925   -263.5570054774    -263.5570054774   -263.4097507774   -263.3830243774   -263.3701499774   -263.3411641774
     5.50000    1    -263.5183777610   -263.5604396379    -263.5604396379   -263.4140923379   -263.3866712379   -263.3742369379   -263.3458075379
     6.00000    1    -263.5184543022   -263.5637345308    -263.5637345308   -263.4182423308   -263.3902167308   -263.3782614308   -263.3503657308
     6.50000    1    -263.5185148733   -263.5657461612    -263.5657461612   -263.4209586612   -263.3924925612   -263.3810463612   -263.3536228612
     7.00000    1    -263.5185314800   -263.5656065581    -263.5656065581   -263.4212846581   -263.3925995581   -263.3816891581   -263.3546429581
     7.50000    1    -263.5184895756   -263.5631477965    -263.5631477965   -263.4189843965   -263.3903334965   -263.3799863965   -263.3531984965
     8.00000    1    -263.5184025291   -263.5591026183    -263.5591026183   -263.4147587183   -263.3863879183   -263.3766359183   -263.3499796183
     8.50000    1    -263.5183137894   -263.5548756665    -263.5548756665   -263.4100291665   -263.3821280665   -263.3730114665   -263.3463740665
     9.00000    1    -263.5182713122   -263.5518775497    -263.5518775497   -263.4062794497   -263.3789295497   -263.3705041497   -263.3438159497
     9.50000    1    -263.5182912159   -263.5508044023    -263.5508044023   -263.4043276023   -263.3774638023   -263.3698063023   -263.3430659023
    10.00000    1    -263.5183505996   -263.5513798948    -263.5513798948   -263.4040402948   -263.3774461948   -263.3706526948   -263.3439353948
    10.50000    1    -263.5184177397   -263.5526584717    -263.5526584717   -263.4046022717   -263.3779527717   -263.3721237717   -263.3455714717
    11.00000    1    -263.5184663558   -263.5535261275    -263.5535261275   -263.4049840275   -263.3779231275   -263.3731365275   -263.3469252275
    11.50000    1    -263.5184814942   -263.5531299987    -263.5531299987   -263.4043620987   -263.3765878987   -263.3728678987   -263.3471729987
    12.00000    1    -263.5184602608   -263.5511379354    -263.5511379354   -263.4023852354   -263.3737140354   -263.3710026354   -263.3459703354
    12.50000    1    -263.5184140321   -263.5477882232    -263.5477882232   -263.3992432232   -263.3696555232   -263.3677683232   -263.3435192232
    13.00000    1    -263.5183577191   -263.5437396672    -263.5437396672   -263.3955308672   -263.3652136672   -263.3637594672   -263.3404243672
    13.50000    1    -263.5183008549   -263.5398521806    -263.5398521806   -263.3920435806   -263.3613361806   -263.3597948806   -263.3374848806
    14.00000    1    -263.5182517176   -263.5370081471    -263.5370081471   -263.3896029471   -263.3587912471   -263.3568920471   -263.3355289471
    14.50000    1    -263.5182210907   -263.5359651503    -263.5359651503   -263.3889205503   -263.3582090503   -263.3559406503   -263.3352699503
    15.00000    1    -263.5182223386   -263.5371854285    -263.5371854285   -263.3904318285   -263.3600039285   -263.3574453285   -263.3371403285
    15.50000    1    -263.5182660547   -263.5406345974    -263.5406345974   -263.3940981974   -263.3641415974   -263.3613623974   -263.3410939974
    16.00000    1    -263.5183460953   -263.5456436055    -263.5456436055   -263.3992688055   -263.3699888055   -263.3669745055   -263.3464592055
    16.50000    1    -263.5184411495   -263.5509953936    -263.5509953936   -263.4047602936   -263.3763896936   -263.3729826936   -263.3520287936
    17.00000    1    -263.5185168827   -263.5552734388    -263.5552734388   -263.4091971388   -263.3819779388   -263.3778808388   -263.3563967388
    17.50000    1    -263.5185394451   -263.5573930502    -263.5573930502   -263.4115301502   -263.3856620502   -263.3805220502   -263.3584828502
    18.00000    1    -263.5184930286   -263.5571076912    -263.5571076912   -263.4115320912   -263.3871221912   -263.3806277912   -263.3580350912
    18.50000    1    -263.5183970955   -263.5552207539    -263.5552207539   -263.4100025539   -263.3870471539   -263.3789795539   -263.3558409539
    19.00000    1    -263.5183055730   -263.5532622110    -263.5532622110   -263.4084432110   -263.3868411110   -263.3770847110   -263.3534102110
    19.50000    1    -263.5182706175   -263.5526775835    -263.5526775835   -263.4082498835   -263.3878348835   -263.3763681835   -263.3521667835
    20.00000    1    -263.5183053996   -263.5540397669    -263.5540397669   -263.4099379669   -263.3905227669   -263.3773923669   -263.3526755669
    20.50000    1    -263.5183811561   -263.5568386599    -263.5568386599   -263.4129425599   -263.3943581599   -263.3796520599   -263.3544340599
    21.00000    1    -263.5184582299   -263.5598868814    -263.5598868814   -263.4160386814   -263.3981572814   -263.3819807814   -263.3562832814
